street address,town,zip,road side,private side
13 FLOWER HILL,Niskayuna,12309,Copper,Copper
1261 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1262 FOX HOLLOW ROAD,Niskayuna,12310,Copper,Copper
1265 FOX HOLLOW ROAD,Niskayuna,12311,Copper,Copper
1266 FOX HOLLOW ROAD,Niskayuna,12312,Copper,Copper
1270 FOX HOLLOW ROAD,Niskayuna,12313,Copper,Copper
1303 FOX HOLLOW ROAD,Niskayuna,12314,Copper,Copper
1304 FOX HOLLOW ROAD,Niskayuna,12315,Copper,Copper
1307 FOX HOLLOW ROAD,Niskayuna,12316,Copper,Copper
1308 FOX HOLLOW ROAD,Niskayuna,12317,Copper,Copper
1311 FOX HOLLOW ROAD,Niskayuna,12318,Copper,Copper
1314 FOX HOLLOW ROAD,Niskayuna,12319,Copper,Copper
1315 FOX HOLLOW ROAD,Niskayuna,12320,Copper,Copper
1318 FOX HOLLOW ROAD,Niskayuna,12321,Copper,Copper
1319 FOX HOLLOW ROAD,Niskayuna,12322,Copper,Copper
1322 FOX HOLLOW ROAD,Niskayuna,12323,Copper,Copper
1323 FOX HOLLOW ROAD,Niskayuna,12324,Copper,Copper
1327 FOX HOLLOW ROAD,Niskayuna,12325,Copper,Copper
1401 FOX HOLLOW ROAD,Niskayuna,12326,Copper,Copper
1402 FOX HOLLOW ROAD,Niskayuna,12327,Copper,Copper
1405 FOX HOLLOW ROAD,Niskayuna,12328,Copper,Copper
1406 FOX HOLLOW ROAD,Niskayuna,12329,Copper,Copper
1409 FOX HOLLOW ROAD,Niskayuna,12330,Copper,Copper
1410 FOX HOLLOW ROAD,Niskayuna,12331,Copper,Copper
1413 FOX HOLLOW ROAD,Niskayuna,12332,Copper,Copper
1414 FOX HOLLOW ROAD,Niskayuna,12333,Copper,Copper
1417 FOX HOLLOW ROAD,Niskayuna,12334,Copper,Copper
1418 FOX HOLLOW ROAD,Niskayuna,12335,Copper,Copper
1421 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1422 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1425 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1428 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1429 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1432 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1433 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1436 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1437 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1440 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1441 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1444 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1445 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1448 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1449 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1452 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1453 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1456 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1457 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1460 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1464 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1472 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1473 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1477 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1480 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1481 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1485 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1489 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1493 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1496 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1497 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1500 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
1501 FOX HOLLOW ROAD,Niskayuna,12309,Copper,Copper
2167 FOXHILL DRIVE,Niskayuna,12309,Unknown,Unknown
2170 FOXHILL DRIVE,Niskayuna,12309,Unknown,Unknown
2171 FOXHILL DRIVE,Niskayuna,12309,Unknown,Unknown
2174 FOXHILL DRIVE,Niskayuna,12309,Unknown,Unknown
2179 FOXHILL DRIVE,Niskayuna,12309,Unknown,Unknown
2182 FOXHILL DRIVE,Niskayuna,12309,Copper,Copper
2183 FOXHILL DRIVE,Niskayuna,12309,Copper,Copper
2186 FOXHILL DRIVE,Niskayuna,12309,Copper,Copper
2187 FOXHILL DRIVE,Niskayuna,12309,Copper,Copper
2190 FOXHILL DRIVE,Niskayuna,12309,Copper,Copper
2191 FOXHILL DRIVE,Niskayuna,12309,Copper,Copper
2194 FOXHILL DRIVE,Niskayuna,12309,Copper,Copper
2195 FOXHILL DRIVE,Niskayuna,12309,Copper,Copper
2198 FOXHILL DRIVE,Niskayuna,12309,Copper,Copper
20 GALA PLACE,Niskayuna,12309,Copper,Copper
21 GALA PLACE,Niskayuna,12309,Copper,Copper
24 GALA PLACE,Niskayuna,12309,Copper,Copper
25 GALA PLACE,Niskayuna,12309,Copper,Copper
29 GALA PLACE,Niskayuna,12309,Copper,Copper
32 GALA PLACE,Niskayuna,12309,Copper,Copper
33 GALA PLACE,Niskayuna,12309,Copper,Copper
37 GALA PLACE,Niskayuna,12309,Copper,Copper
41 GALA PLACE,Niskayuna,12309,Copper,Copper
44 GALA PLACE,Niskayuna,12309,Copper,Copper
45 GALA PLACE,Niskayuna,12309,Copper,Copper
48 GALA PLACE,Niskayuna,12309,Copper,Copper
49 GALA PLACE,Niskayuna,12309,Copper,Copper
53 GALA PLACE,Niskayuna,12309,Copper,Copper
57 GALA PLACE,Niskayuna,12309,Copper,Copper
61 GALA PLACE,Niskayuna,12309,Copper,Copper
65 GALA PLACE,Niskayuna,12309,Copper,Copper
2009 GARDEN DRIVE,Niskayuna,12309,Unknown,Copper
2011 GARDEN DRIVE,Niskayuna,12309,Unknown,Copper
2015 GARDEN DRIVE,Niskayuna,12309,Unknown,Unknown
2022 GARDEN DRIVE,Niskayuna,12309,Unknown,Unknown
2023 GARDEN DRIVE,Niskayuna,12309,Unknown,Unknown
2027 GARDEN DRIVE,Niskayuna,12309,Unknown,Copper
2040 GARDEN DRIVE,Niskayuna,12309,Unknown,Unknown
2209 GARDEN DRIVE,Niskayuna,12309,Unknown,Copper
2210 GARDEN DRIVE,Niskayuna,12309,Unknown,Copper
2213 GARDEN DRIVE,Niskayuna,12309,Unknown,Unknown
2214 GARDEN DRIVE,Niskayuna,12309,Unknown,Unknown
2219 GARDEN DRIVE,Niskayuna,12309,Unknown,Unknown
2220 GARDEN DRIVE,Niskayuna,12309,Unknown,Unknown
2225 GARDEN DRIVE,Niskayuna,12309,Unknown,Unknown
2226 GARDEN DRIVE,Niskayuna,12309,Unknown,Copper
2232 GARDEN DRIVE,Niskayuna,12309,Unknown,Unknown
2233 GARDEN DRIVE,Niskayuna,12309,Unknown,Unknown
2238 GARDEN DRIVE,Niskayuna,12309,Copper,Copper
2239 GARDEN DRIVE,Niskayuna,12309,Copper,Copper
2039 GARDEN DRIVE,Niskayuna,12309,Copper,Copper
3 GASNER AVENUE,Niskayuna,12304,Unknown,Unknown
19 GASNER AVENUE,Niskayuna,12304,Unknown,Unknown
22 GASNER AVENUE,Niskayuna,12304,Unknown,Copper
26 GASNER AVENUE,Niskayuna,12304,Unknown,Copper
230 GASNER AVENUE,Niskayuna,12304,Unknown,Copper
318 GASNER AVENUE,Niskayuna,12304,Unknown,Copper
320 GASNER AVENUE,Niskayuna,12304,Unknown,Copper
1102 GLENMEADOW COURT,Niskayuna,12309,Copper,Copper
1106 GLENMEADOW COURT,Niskayuna,12309,Copper,Copper
1110 GLENMEADOW COURT,Niskayuna,12309,Copper,Copper
1114 GLENMEADOW COURT,Niskayuna,12309,Copper,Copper
1118 GLENMEADOW COURT,Niskayuna,12309,Copper,Copper
1121 GLENMEADOW COURT,Niskayuna,12309,Copper,Copper
1122 GLENMEADOW COURT,Niskayuna,12309,Copper,Copper
1124 GLENMEADOW COURT,Niskayuna,12309,Copper,Copper
1125 GLENMEADOW COURT,Niskayuna,12309,Copper,Copper
1128 GLENMEADOW COURT,Niskayuna,12309,Copper,Copper
1129 GLENMEADOW COURT,Niskayuna,12309,Copper,Copper
1132 GLENMEADOW COURT,Niskayuna,12309,Copper,Copper
1133 GLENMEADOW COURT,Niskayuna,12309,Copper,Copper
1136 GLENMEADOW COURT,Niskayuna,12309,Copper,Copper
9 GLORIA LANE,Niskayuna,12309,Copper,Copper
10 GLORIA LANE,Niskayuna,12309,Copper,Copper
11 GLORIA LANE,Niskayuna,12309,Copper,Copper
12 GLORIA LANE,Niskayuna,12309,Copper,Copper
943 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
946 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
947 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
950 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
951 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
954 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
955 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
958 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
959 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
962 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
963 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
966 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
967 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
970 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
971 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
974 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
975 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
978 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
979 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
983 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
984 GLOUCESTER PLACE,Niskayuna,12309,Copper,Copper
1106 GODFREY LANE,Niskayuna,12309,Copper,Copper
1112 GODFREY LANE,Niskayuna,12309,Copper,Copper
1121 GODFREY LANE,Niskayuna,12309,Copper,Copper
1129 GODFREY LANE,Niskayuna,12309,Copper,Copper
1132 GODFREY LANE,Niskayuna,12309,Copper,Copper
1136 GODFREY LANE,Niskayuna,12309,Copper,Copper
1137 GODFREY LANE,Niskayuna,12309,Copper,Copper
1141 GODFREY LANE,Niskayuna,12309,Copper,Copper
1144 GODFREY LANE,Niskayuna,12309,Copper,Copper
1145 GODFREY LANE,Niskayuna,12309,Copper,Copper
1152 GODFREY LANE,Niskayuna,12309,Copper,Copper
1154 GODFREY LANE,Niskayuna,12309,Copper,Copper
1156 GODFREY LANE,Niskayuna,12309,Copper,Copper
1158 GODFREY LANE,Niskayuna,12309,Copper,Copper
1159 GODFREY LANE,Niskayuna,12309,Copper,Copper
1162 GODFREY LANE,Niskayuna,12309,Copper,Copper
1163 GODFREY LANE,Niskayuna,12309,Copper,Copper
1166 GODFREY LANE,Niskayuna,12309,Copper,Copper
1170 GODFREY LANE,Niskayuna,12309,Copper,Copper
1174 GODFREY LANE,Niskayuna,12309,Copper,Copper
1175 GODFREY LANE,Niskayuna,12309,Copper,Copper
1178 GODFREY LANE,Niskayuna,12309,Copper,Copper
1182 GODFREY LANE,Niskayuna,12309,Copper,Copper
1183 GODFREY LANE,Niskayuna,12309,Copper,Copper
1186 GODFREY LANE,Niskayuna,12309,Copper,Copper
1187 GODFREY LANE,Niskayuna,12309,Copper,Copper
1190 GODFREY LANE,Niskayuna,12309,Copper,Copper
1191 GODFREY LANE,Niskayuna,12309,Copper,Copper
1194 GODFREY LANE,Niskayuna,12309,Copper,Copper
1195 GODFREY LANE,Niskayuna,12309,Copper,Copper
1198 GODFREY LANE,Niskayuna,12309,Copper,Copper
1199 GODFREY LANE,Niskayuna,12309,Copper,Copper
1202 GODFREY LANE,Niskayuna,12309,Copper,Copper
1205 GODFREY LANE,Niskayuna,12309,Copper,Copper
1206 GODFREY LANE,Niskayuna,12309,Copper,Copper
1210 GODFREY LANE,Niskayuna,12309,Copper,Copper
1215 GODFREY LANE,Niskayuna,12309,Copper,Copper
1221 GODFREY LANE,Niskayuna,12309,Copper,Copper
1222 GODFREY LANE,Niskayuna,12309,Copper,Copper
1223 GODFREY LANE,Niskayuna,12309,Copper,Copper
1226 GODFREY LANE,Niskayuna,12309,Copper,Copper
1229 GODFREY LANE,Niskayuna,12309,Copper,Copper
1959 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
1961 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2000 GRAND BOULEVARD,Niskayuna,12309,Unknown,Copper
2004 GRAND BOULEVARD,Niskayuna,12309,Unknown,Galvanized
2006 GRAND BOULEVARD,Niskayuna,12309,Unknown,Copper
2017 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2019 GRAND BOULEVARD,Niskayuna,12309,Unknown,Copper
2021 GRAND BOULEVARD,Niskayuna,12309,Unknown,Galvanized
2023 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2025 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2040 GRAND BOULEVARD,Niskayuna,12309,Unknown,Copper
2060 GRAND BOULEVARD,Niskayuna,12309,Unknown,Copper
2070 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2080 GRAND BOULEVARD,Niskayuna,12309,Unknown,Copper
2083 GRAND BOULEVARD,Niskayuna,12309,Unknown,Galvanized
2085 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2091 GRAND BOULEVARD,Niskayuna,12309,Unknown,Copper
2096 GRAND BOULEVARD,Niskayuna,12309,Copper,Copper
2100 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2110 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2111 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2120 GRAND BOULEVARD,Niskayuna,12309,Unknown,Copper
2121 GRAND BOULEVARD,Niskayuna,12309,Unknown,Galvanized
2130 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2131 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2150 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2155 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2157 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2160 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2163 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2169 GRAND BOULEVARD,Niskayuna,12309,Copper,Copper
2171 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2178 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2183 GRAND BOULEVARD,Niskayuna,12309,Unknown,Galvanized
2184 GRAND BOULEVARD,Niskayuna,12309,Unknown,Copper
2190 GRAND BOULEVARD,Niskayuna,12309,Unknown,Galvanized
2192 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2195 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2200 GRAND BOULEVARD,Niskayuna,12309,Unknown,Copper
2205 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2208 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2209 GRAND BOULEVARD,Niskayuna,12309,Unknown,Galvanized
2217 GRAND BOULEVARD,Niskayuna,12309,Copper,Copper
2220 GRAND BOULEVARD,Niskayuna,12309,Unknown,Galvanized
2222 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2223 GRAND BOULEVARD,Niskayuna,12309,Unknown,Copper
2224 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2229 GRAND BOULEVARD,Niskayuna,12309,Unknown,Copper
2230 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2235 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2236 GRAND BOULEVARD,Niskayuna,12309,Unknown,Copper
2249 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2250 GRAND BOULEVARD,Niskayuna,12309,Unknown,Copper
2260 GRAND BOULEVARD,Niskayuna,12309,Unknown,Galvanized
2270 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2275 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2279 GRAND BOULEVARD,Niskayuna,12309,Unknown,Unknown
2280 GRAND BOULEVARD,Niskayuna,12309,Unknown,Copper
2512 GRANDVIEW AVENUE,Niskayuna,12309,Unknown,Unknown
2516 GRANDVIEW AVENUE,Niskayuna,12309,Unknown,Unknown
2520 GRANDVIEW AVENUE,Niskayuna,12309,Unknown,Unknown
2526 GRANDVIEW AVENUE,Niskayuna,12309,Unknown,Copper
2530 GRANDVIEW AVENUE,Niskayuna,12309,Unknown,Unknown
2534 GRANDVIEW AVENUE,Niskayuna,12309,Unknown,Copper
2538 GRANDVIEW AVENUE,Niskayuna,12309,Unknown,Copper
2301 GREENS FARM ROAD,Niskayuna,12309,Plastic,Plastic
2303 GREENS FARM ROAD,Niskayuna,12309,Plastic,Plastic
2305 GREENS FARM ROAD,Niskayuna,12309,Plastic,Plastic
2307 GREENS FARM ROAD,Niskayuna,12309,Plastic,Plastic
2309 GREENS FARM ROAD,Niskayuna,12309,Plastic,Plastic
2311 GREENS FARM ROAD,Niskayuna,12309,Plastic,Plastic
1500 GRENOSIDE AVENUE,Niskayuna,12309,Unknown,Unknown
1504 GRENOSIDE AVENUE,Niskayuna,12309,Unknown,Copper
1509 GRENOSIDE AVENUE,Niskayuna,12309,Unknown,Unknown
1512 GRENOSIDE AVENUE,Niskayuna,12309,Unknown,Copper
1513 GRENOSIDE AVENUE,Niskayuna,12309,Unknown,Unknown
1516 GRENOSIDE AVENUE,Niskayuna,12309,Unknown,Copper
1517 GRENOSIDE AVENUE,Niskayuna,12309,Unknown,Unknown
1521 GRENOSIDE AVENUE,Niskayuna,12309,Unknown,Unknown
1524 GRENOSIDE AVENUE,Niskayuna,12309,Unknown,Unknown
1529 GRENOSIDE AVENUE,Niskayuna,12309,Unknown,Unknown
1532 GRENOSIDE AVENUE,Niskayuna,12309,Unknown,Copper
1533 GRENOSIDE AVENUE,Niskayuna,12309,Unknown,Copper
1537 GRENOSIDE AVENUE,Niskayuna,12309,Unknown,Unknown
206 GREYLOCK AVENUE,Niskayuna,12304,Copper,Copper
218 GREYLOCK AVENUE,Niskayuna,12304,Unknown,Unknown
2311 GURENSON LANE,Niskayuna,12309,Unknown,Unknown
2314 GURENSON LANE,Niskayuna,12309,Unknown,Unknown
2315 GURENSON LANE,Niskayuna,12309,Unknown,Unknown
2317 GURENSON LANE,Niskayuna,12309,Unknown,Unknown
2318 GURENSON LANE,Niskayuna,12309,Unknown,Unknown
2322 GURENSON LANE,Niskayuna,12309,Unknown,Copper
2323 GURENSON LANE,Niskayuna,12309,Unknown,Unknown
2326 GURENSON LANE,Niskayuna,12309,Unknown,Copper
2330 GURENSON LANE,Niskayuna,12309,Unknown,Unknown
663 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
664 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
668 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
671 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
672 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
676 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
679 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
680 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
683 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
684 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
687 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
688 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
691 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
692 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
695 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
696 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
699 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
700 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
703 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
704 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
707 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
708 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
711 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
712 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
715 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
716 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
719 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
720 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
723 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
724 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
727 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
728 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
731 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
732 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
736 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
740 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
743 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
744 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
747 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
751 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
752 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
755 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
756 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
759 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
760 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
763 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
764 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
767 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
768 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
771 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
772 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
775 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
776 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
779 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
780 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
784 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
786 HAMPSHIRE SEAT,Niskayuna,12309,Copper,Copper
809 HARRIS DRIVE,Niskayuna,12309,Unknown,Copper
810 HARRIS DRIVE,Niskayuna,12309,Unknown,Unknown
813 HARRIS DRIVE,Niskayuna,12309,Unknown,Unknown
816 HARRIS DRIVE,Niskayuna,12309,Unknown,Unknown
817 HARRIS DRIVE,Niskayuna,12309,Unknown,Unknown
821 HARRIS DRIVE,Niskayuna,12309,Unknown,Unknown
824 HARRIS DRIVE,Niskayuna,12309,Unknown,Unknown
825 HARRIS DRIVE,Niskayuna,12309,Unknown,Copper
828 HARRIS DRIVE,Niskayuna,12309,Unknown,Unknown
829 HARRIS DRIVE,Niskayuna,12309,Unknown,Copper
832 HARRIS DRIVE,Niskayuna,12309,Unknown,Unknown
833 HARRIS DRIVE,Niskayuna,12309,Unknown,Copper
836 HARRIS DRIVE,Niskayuna,12309,Unknown,Unknown
837 HARRIS DRIVE,Niskayuna,12309,Unknown,Unknown
840 HARRIS DRIVE,Niskayuna,12309,Unknown,Unknown
841 HARRIS DRIVE,Niskayuna,12309,Unknown,Copper
844 HARRIS DRIVE,Niskayuna,12309,Unknown,Copper
845 HARRIS DRIVE,Niskayuna,12309,Unknown,Unknown
848 HARRIS DRIVE,Niskayuna,12309,Unknown,Unknown
849 HARRIS DRIVE,Niskayuna,12309,Unknown,Unknown
852 HARRIS DRIVE,Niskayuna,12309,Unknown,Unknown
853 HARRIS DRIVE,Niskayuna,12309,Unknown,Unknown
856 HARRIS DRIVE,Niskayuna,12309,Copper,Unknown
857 HARRIS DRIVE,Niskayuna,12309,Copper,Unknown
860 HARRIS DRIVE,Niskayuna,12309,Copper,Unknown
861 HARRIS DRIVE,Niskayuna,12309,Copper,Copper
865 HARRIS DRIVE,Niskayuna,12309,Copper,Unknown
869 HARRIS DRIVE,Niskayuna,12309,Copper,Unknown
872 HARRIS DRIVE,Niskayuna,12309,Copper,Unknown
873 HARRIS DRIVE,Niskayuna,12309,Copper,Unknown
877 HARRIS DRIVE,Niskayuna,12309,Copper,Unknown
2420 HARTLAND STREET,Niskayuna,12309,Copper,Copper
2424 HARTLAND STREET,Niskayuna,12309,Copper,Copper
2428 HARTLAND STREET,Niskayuna,12309,Copper,Copper
2429 HARTLAND STREET,Niskayuna,12309,Copper,Copper
1241 HAWTHORN ROAD,Niskayuna,12309,Unknown,Unknown
1249 HAWTHORN ROAD,Niskayuna,12309,Unknown,Copper
1250 HAWTHORN ROAD,Niskayuna,12309,Unknown,Copper
1253 HAWTHORN ROAD,Niskayuna,12309,Unknown,Unknown
1254 HAWTHORN ROAD,Niskayuna,12309,Unknown,Copper
1257 HAWTHORN ROAD,Niskayuna,12309,Unknown,Unknown
1258 HAWTHORN ROAD,Niskayuna,12309,Unknown,Unknown
1261 HAWTHORN ROAD,Niskayuna,12309,Unknown,Unknown
1262 HAWTHORN ROAD,Niskayuna,12309,Unknown,Unknown
1265 HAWTHORN ROAD,Niskayuna,12309,Unknown,Unknown
1266 HAWTHORN ROAD,Niskayuna,12309,Unknown,Copper
1269 HAWTHORN ROAD,Niskayuna,12309,Unknown,Unknown
1270 HAWTHORN ROAD,Niskayuna,12309,Unknown,Unknown
1273 HAWTHORN ROAD,Niskayuna,12309,Unknown,Copper
1274 HAWTHORN ROAD,Niskayuna,12309,Unknown,Unknown
1275 HAWTHORN ROAD,Niskayuna,12309,Unknown,Unknown
1278 HAWTHORN ROAD,Niskayuna,12309,Unknown,Unknown
1279 HAWTHORN ROAD,Niskayuna,12309,Unknown,Galvanized
1282 HAWTHORN ROAD,Niskayuna,12309,Unknown,Unknown
1283 HAWTHORN ROAD,Niskayuna,12309,Unknown,Copper
1286 HAWTHORN ROAD,Niskayuna,12309,Unknown,Unknown
1301 HAWTHORN ROAD,Niskayuna,12309,Unknown,Copper
1305 HAWTHORN ROAD,Niskayuna,12309,Unknown,Unknown
1309 HAWTHORN ROAD,Niskayuna,12309,Unknown,Unknown
1310 HAWTHORN ROAD,Niskayuna,12309,Unknown,Copper
1316 HAWTHORN ROAD,Niskayuna,12309,Unknown,Unknown
1321 HAWTHORN ROAD,Niskayuna,12309,Unknown,Copper
1322 HAWTHORN ROAD,Niskayuna,12309,Unknown,Copper
1327 HAWTHORN ROAD,Niskayuna,12309,Unknown,Unknown
1328 HAWTHORN ROAD,Niskayuna,12309,Unknown,Copper
1333 HAWTHORN ROAD,Niskayuna,12309,Unknown,Copper
1334 HAWTHORN ROAD,Niskayuna,12309,Unknown,Copper
