street address,town,zip,road side,private side
1104 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Copper
1105 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Unknown
1108 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Copper
1111 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Unknown
1112 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Copper
1116 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Copper
1119 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Copper
1120 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Unknown
1123 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Copper
1124 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Unknown
1127 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Copper
1135 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Copper
1139 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Copper
1140 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Unknown
1143 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Unknown
1144 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Copper
1147 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Copper
1148 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Unknown
1152 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Unknown
1153 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Copper
1156 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Copper
1159 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Unknown
1160 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Copper
1163 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Unknown
1164 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Unknown
1168 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1172 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1176 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1177 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1180 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1184 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1201 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1210 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1211 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1220 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1221 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1230 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1231 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1241 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1301 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1304 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1305 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1308 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1309 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1311 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1312 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1316 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1317 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1321 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1324 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1325 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1329 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1332 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1333 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1349 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Copper
1350 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Unknown
1353 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Unknown
1354 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Unknown
1357 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Unknown
1358 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Unknown
1362 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Copper
1366 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Copper
1369 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Copper
1370 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Copper
1378 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Unknown
1382 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Unknown
1386 ROSEHILL BOULEVARD,Niskayuna,12309,Unknown,Unknown
1389 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1390 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1394 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1398 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1405 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1412 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1416 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1419 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1420 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1424 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1427 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1428 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1432 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1435 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1436 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1440 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1441 ROSEHILL BOULEVARD,Niskayuna,12309,Copper,Copper
1 ROSEMARY DRIVE,Niskayuna,12304,Copper,Copper
2 ROSEMARY DRIVE,Niskayuna,12304,Copper,Copper
3 ROSEMARY DRIVE,Niskayuna,12304,Copper,Copper
4 ROSEMARY DRIVE,Niskayuna,12304,Copper,Copper
5 ROSEMARY DRIVE,Niskayuna,12304,Copper,Copper
6 ROSEMARY DRIVE,Niskayuna,12304,Copper,Copper
7 ROSEMARY DRIVE,Niskayuna,12304,Copper,Copper
8 ROSEMARY DRIVE,Niskayuna,12304,Copper,Copper
9 ROSEMARY DRIVE,Niskayuna,12304,Copper,Copper
10 ROSEMARY DRIVE,Niskayuna,12304,Copper,Copper
11 ROSEMARY DRIVE,Niskayuna,12304,Copper,Copper
13 ROSEMARY DRIVE,Niskayuna,12304,Copper,Copper
15 ROSEMARY DRIVE,Niskayuna,12304,Copper,Copper
17 ROSEMARY DRIVE,Niskayuna,12304,Copper,Copper
18 ROSEMARY DRIVE,Niskayuna,12304,Copper,Copper
19 ROSEMARY DRIVE,Niskayuna,12304,Copper,Copper
1013 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
1017 ROSENDALE ROAD,Niskayuna,12309,Unknown,Galvanized
1021 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2110 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2111 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2114 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
2118 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
2122 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2125 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2128 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2146 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2154 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2201 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2216 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2228 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2232 ROSENDALE ROAD,Niskayuna,12309,Unknown,Galvanized
2239 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2240 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2243 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
2248 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2251 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2303 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2307 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2308 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2311 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2312 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
2315 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2316 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2324 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
2333 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2334 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
2337 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2338 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
2341 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2352 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2363 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2368 ROSENDALE ROAD,Niskayuna,12309,Unknown,Galvanized
2371 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2373 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2375 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2386 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2392 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2395 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2398 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2404 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2421 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2431 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2432 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2436 ROSENDALE ROAD,Niskayuna,12309,Unknown,Plastic
2440 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
2445 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2448 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2452 ROSENDALE ROAD,Niskayuna,12309,Known Other,Known Other
2456 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2467 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2471 ROSENDALE ROAD,Niskayuna,12309,Known Other,Known Other
2472 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2473 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2475 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2479 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2484 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2485 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2488 ROSENDALE ROAD,Niskayuna,12309,Known Other,Known Other
2489 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2492 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2495 ROSENDALE ROAD,Niskayuna,12309,Known Other,Known Other
2497 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
2499 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2503 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2507 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2510 ROSENDALE ROAD,Niskayuna,12309,Known Other,Known Other
2513 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
2518 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2519 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2532 ROSENDALE ROAD,Niskayuna,12309,Copper,Copper
2543 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2544 ROSENDALE ROAD,Niskayuna,12309,Known Other,Known Other
2559 ROSENDALE ROAD,Niskayuna,12309,Known Other,Known Other
2572 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2576 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2587 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2600 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2601 ROSENDALE ROAD,Niskayuna,12309,Known Other,Known Other
2611 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2631 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2641 ROSENDALE ROAD,Niskayuna,12309,Known Other,Known Other
2650 ROSENDALE ROAD,Niskayuna,12309,Known Other,Known Other
2651 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
2660 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2661 ROSENDALE ROAD,Niskayuna,12309,Known Other,Known Other
2701 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2733 ROSENDALE ROAD,Niskayuna,12309,Known Other,Known Other
2744 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2766 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
2776 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2777 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
2812 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2827 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2832 ROSENDALE ROAD,Niskayuna,12309,Copper,Copper
2860 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
2862 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
2880 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2917 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
2955 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
2973 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
2976 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2980 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2990 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
3000 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3010 ROSENDALE ROAD,Niskayuna,12309,Known Other,Known Other
3052 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
3060 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
3100 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
3108 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3186 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3220 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3300 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3400 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3404 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3407 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3412 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3416 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3439 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3448 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
3456 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3464 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3469 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3477 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3479 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3483 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3484 ROSENDALE ROAD,Niskayuna,12309,Unknown,Copper
3492 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3493 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3496 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3497 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3500 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3501 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3504 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3508 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3511 ROSENDALE ROAD,Niskayuna,12309,Known Other,Known Other
3512 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
3515 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
2495 ROSENDALE ROAD,Niskayuna,12309,Unknown,Unknown
1302 ROWE ROAD,Niskayuna,12309,Unknown,Unknown
1306 ROWE ROAD,Niskayuna,12309,Unknown,Unknown
1312 ROWE ROAD,Niskayuna,12309,Unknown,Unknown
1317 ROWE ROAD,Niskayuna,12309,Unknown,Copper
1318 ROWE ROAD,Niskayuna,12309,Unknown,Unknown
1324 ROWE ROAD,Niskayuna,12309,Unknown,Unknown
1329 ROWE ROAD,Niskayuna,12309,Unknown,Unknown
1330 ROWE ROAD,Niskayuna,12309,Unknown,Unknown
1335 ROWE ROAD,Niskayuna,12309,Unknown,Unknown
1336 ROWE ROAD,Niskayuna,12309,Unknown,Unknown
1339 ROWE ROAD,Niskayuna,12309,Unknown,Copper
1340 ROWE ROAD,Niskayuna,12309,Unknown,Unknown
1345 ROWE ROAD,Niskayuna,12309,Unknown,Unknown
1346 ROWE ROAD,Niskayuna,12309,Unknown,Unknown
1349 ROWE ROAD,Niskayuna,12309,Unknown,Unknown
1350 ROWE ROAD,Niskayuna,12309,Unknown,Unknown
1353 ROWE ROAD,Niskayuna,12309,Unknown,Copper
1354 ROWE ROAD,Niskayuna,12309,Unknown,Unknown
1358 ROWE ROAD,Niskayuna,12309,Unknown,Unknown
1362 ROWE ROAD,Niskayuna,12309,Unknown,Copper
1366 ROWE ROAD,Niskayuna,12309,Unknown,Unknown
1370 ROWE ROAD,Niskayuna,12309,Unknown,Unknown
1373 ROWE ROAD,Niskayuna,12309,Unknown,Copper
1374 ROWE ROAD,Niskayuna,12309,Unknown,Copper
1375 ROWE ROAD,Niskayuna,12309,Unknown,Unknown
1377 ROWE ROAD,Niskayuna,12309,Copper,Copper
1378 ROWE ROAD,Niskayuna,12309,Copper,Copper
1381 ROWE ROAD,Niskayuna,12309,Copper,Copper
1382 ROWE ROAD,Niskayuna,12309,Copper,Copper
1385 ROWE ROAD,Niskayuna,12309,Copper,Copper
1388 ROWE ROAD,Niskayuna,12309,Copper,Copper
1389 ROWE ROAD,Niskayuna,12309,Copper,Copper
1392 ROWE ROAD,Niskayuna,12309,Copper,Copper
1396 ROWE ROAD,Niskayuna,12309,Copper,Copper
1397 ROWE ROAD,Niskayuna,12309,Copper,Copper
1400 ROWE ROAD,Niskayuna,12309,Copper,Copper
1404 ROWE ROAD,Niskayuna,12309,Copper,Copper
1405 ROWE ROAD,Niskayuna,12309,Copper,Copper
446 RUDGE STREET,Niskayuna,12309,Unknown,Unknown
449 RUDGE STREET,Niskayuna,12309,Known Other,Known Other
453 RUDGE STREET,Niskayuna,12309,Unknown,Copper
1363 RUFFNER COURT,Niskayuna,12309,Unknown,Copper
1367 RUFFNER COURT,Niskayuna,12309,Unknown,Copper
1371 RUFFNER COURT,Niskayuna,12309,Unknown,Unknown
1375 RUFFNER COURT,Niskayuna,12309,Unknown,Unknown
1376 RUFFNER COURT,Niskayuna,12309,Unknown,Unknown
1378 RUFFNER COURT,Niskayuna,12309,Unknown,Unknown
1100 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1114 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1119 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1131 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1140 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1143 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1149 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1150 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1165 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1166 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1171 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1174 RUFFNER ROAD,Niskayuna,12309,Known Other,Known Other
1177 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1180 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1191 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1200 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1206 RUFFNER ROAD,Niskayuna,12309,Known Other,Known Other
1218 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1219 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1223 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1230 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1231 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1237 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1241 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1242 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1245 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1250 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1253 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1254 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1257 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1258 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1261 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1262 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1265 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1266 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1269 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1270 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1273 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1274 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1277 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1278 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1282 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1300 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1301 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1302 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1305 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1310 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1311 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1316 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1317 RUFFNER ROAD,Niskayuna,12309,Unknown,Galvanized
1322 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1323 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1328 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1329 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1334 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1335 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1340 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1345 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1346 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1350 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1351 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1354 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1357 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1358 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1359 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1362 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1380 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1383 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1384 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1385 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1387 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1388 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1391 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1392 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1394 RUFFNER ROAD,Niskayuna,12309,Unknown,Unknown
1396 RUFFNER ROAD,Niskayuna,12309,Unknown,Copper
1261 SAGEMONT COURT,Niskayuna,12309,Unknown,Copper
1265 SAGEMONT COURT,Niskayuna,12309,Unknown,Copper
1266 SAGEMONT COURT,Niskayuna,12309,Unknown,Unknown
1270 SAGEMONT COURT,Niskayuna,12309,Unknown,Unknown
305 SAINT ANN DRIVE,Niskayuna,12309,Copper,Copper
308 SAINT ANN DRIVE,Niskayuna,12309,Copper,Copper
321 SAINT ANN DRIVE,Niskayuna,12309,Copper,Copper
2008 SALEM ROAD,Niskayuna,12309,Unknown,Unknown
2009 SALEM ROAD,Niskayuna,12309,Unknown,Copper
2013 SALEM ROAD,Niskayuna,12309,Unknown,Unknown
2017 SALEM ROAD,Niskayuna,12309,Unknown,Unknown
2021 SALEM ROAD,Niskayuna,12309,Unknown,Unknown
2026 SALEM ROAD,Niskayuna,12309,Unknown,Unknown
1221 SANDRA LANE,Niskayuna,12309,Unknown,Unknown
1222 SANDRA LANE,Niskayuna,12309,Unknown,Unknown
1225 SANDRA LANE,Niskayuna,12309,Unknown,Unknown
1226 SANDRA LANE,Niskayuna,12309,Unknown,Copper
1229 SANDRA LANE,Niskayuna,12309,Unknown,Copper
1230 SANDRA LANE,Niskayuna,12309,Unknown,Unknown
1237 SANDRA LANE,Niskayuna,12309,Unknown,Copper
1241 SANDRA LANE,Niskayuna,12309,Unknown,Copper
1245 SANDRA LANE,Niskayuna,12309,Unknown,Unknown
1248 SANDRA LANE,Niskayuna,12309,Unknown,Unknown
1249 SANDRA LANE,Niskayuna,12309,Unknown,Unknown
1253 SANDRA LANE,Niskayuna,12309,Unknown,Unknown
5 SCHWABER DRIVE,Niskayuna,12309,Copper,Copper
6 SCHWABER DRIVE,Niskayuna,12309,Copper,Copper
9 SCHWABER DRIVE,Niskayuna,12309,Copper,Copper
10 SCHWABER DRIVE,Niskayuna,12309,Copper,Copper
14 SCHWABER DRIVE,Niskayuna,12309,Copper,Copper
15 SCHWABER DRIVE,Niskayuna,12309,Copper,Copper
18 SCHWABER DRIVE,Niskayuna,12309,Copper,Copper
19 SCHWABER DRIVE,Niskayuna,12309,Copper,Copper
23 SCHWABER DRIVE,Niskayuna,12309,Copper,Copper
27 SCHWABER DRIVE,Niskayuna,12309,Copper,Copper
31 SCHWABER DRIVE,Niskayuna,12309,Copper,Copper
35 SCHWABER DRIVE,Niskayuna,12309,Copper,Copper
38 SCHWABER DRIVE,Niskayuna,12309,Copper,Copper
39 SCHWABER DRIVE,Niskayuna,12309,Copper,Copper
43 SCHWABER DRIVE,Niskayuna,12309,Copper,Copper
44 SCHWABER DRIVE,Niskayuna,12309,Copper,Copper
46 SCHWABER DRIVE,Niskayuna,12309,Copper,Copper
